datasource_id,resource_id,email,permission_id,permission_type,exposure_type,expiration_time,is_deleted
0f3838b0-be97-46be-b3b5-82266578582e,1CTS6fcujNxv9gbFfMU2f4Wdgqia-NOUf,sales_user_2@adyatest.com,00393929978492690049,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1D8B4B1zvwg-cMC6VrZ0jlWE3-o5gShKB,deepak@adyatest.com,08005348925248457086,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1D8B4B1zvwg-cMC6VrZ0jlWE3-o5gShKB,sales@adyatest.com,03673162328506403042,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1Dekb2oQA2xzNCqw9UtOKTVt4dmN6ihoZ,deepak@adyatest.com,08005348925248457086,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1Dekb2oQA2xzNCqw9UtOKTVt4dmN6ihoZ,sales@adyatest.com,03673162328506403042,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1Dekb2oQA2xzNCqw9UtOKTVt4dmN6ihoZ,sales_user_2@adyatest.com,00393929978492690049,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1Dekb2oQA2xzNCqw9UtOKTVt4dmN6ihoZ,__ANYONE__@adyatest.com,09522562856373921280k,reader,DOMAIN,,0
0f3838b0-be97-46be-b3b5-82266578582e,1dGCGIswj2cRZQNkLIIJ3DhLfqhmBGQvj,deepak@adyatest.com,08005348925248457086,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1dGCGIswj2cRZQNkLIIJ3DhLfqhmBGQvj,mktg@adyatest.com,06884616684275021194,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1dGCGIswj2cRZQNkLIIJ3DhLfqhmBGQvj,mktg_user_2@adyatest.com,13701269247808531792,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1dGCGIswj2cRZQNkLIIJ3DhLfqhmBGQvj,PUBLIC,anyone,reader,PUBLIC,,0
0f3838b0-be97-46be-b3b5-82266578582e,1DIrmfNKe2SA8Nx1eKOw6vgAxVtcAlcRP,deepak@adyatest.com,08005348925248457086,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1DIrmfNKe2SA8Nx1eKOw6vgAxVtcAlcRP,mktg@adyatest.com,06884616684275021194,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1DIrmfNKe2SA8Nx1eKOw6vgAxVtcAlcRP,PUBLIC,anyone,reader,PUBLIC,,0
0f3838b0-be97-46be-b3b5-82266578582e,1dRyeeUjdDB1mut4pSD-9ITuT6FcbvyTA,deepak@adyatest.com,08005348925248457086,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1dRyeeUjdDB1mut4pSD-9ITuT6FcbvyTA,sales@adyatest.com,03673162328506403042,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1dRyeeUjdDB1mut4pSD-9ITuT6FcbvyTA,sales_user_2@adyatest.com,00393929978492690049,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1dRyeeUjdDB1mut4pSD-9ITuT6FcbvyTA,__ANYONE__@adyatest.com,09522562856373921280k,reader,DOMAIN,,0
0f3838b0-be97-46be-b3b5-82266578582e,1DS24A_OYJxNE1RXFmIICwUp01pOM0mvv,deepak@adyatest.com,08005348925248457086,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1DS24A_OYJxNE1RXFmIICwUp01pOM0mvv,engg@adyatest.com,05396706730572163622,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1DS24A_OYJxNE1RXFmIICwUp01pOM0mvv,engg_user_1@adyatest.com,00073409170730105766,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1Dt0LrMLNAfq44kRX_WxaGeDifjhzh-pt,deepak@adyatest.com,08005348925248457086,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1Dt0LrMLNAfq44kRX_WxaGeDifjhzh-pt,mktg@adyatest.com,06884616684275021194,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1Dt0LrMLNAfq44kRX_WxaGeDifjhzh-pt,sales@adyatest.com,03673162328506403042,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1DwQwtFf9NMHm69N8mIC7_BWnpLMe-zbZ,deepak@adyatest.com,08005348925248457086,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1DwQwtFf9NMHm69N8mIC7_BWnpLMe-zbZ,mktg@adyatest.com,06884616684275021194,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1DwQwtFf9NMHm69N8mIC7_BWnpLMe-zbZ,mktg_user_2@adyatest.com,13701269247808531792,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1DwQwtFf9NMHm69N8mIC7_BWnpLMe-zbZ,PUBLIC,anyoneWithLink,reader,PUBLIC,,0
0f3838b0-be97-46be-b3b5-82266578582e,1dyEMaKC710VJ846_lWJhZesURkp0Zqil,deepak@adyatest.com,08005348925248457086,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1dyEMaKC710VJ846_lWJhZesURkp0Zqil,engg@adyatest.com,05396706730572163622,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1dyEMaKC710VJ846_lWJhZesURkp0Zqil,engg_user_1@adyatest.com,00073409170730105766,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1dyIMergDuX_ZWhBJzeycihdoypwgpnAv,deepak@adyatest.com,08005348925248457086,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1dyIMergDuX_ZWhBJzeycihdoypwgpnAv,engg@adyatest.com,05396706730572163622,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1dyIMergDuX_ZWhBJzeycihdoypwgpnAv,engg_user_1@adyatest.com,00073409170730105766,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1dz_Nee9N7fefVnJ90l13EG5Wy8D3_CH-,deepak@adyatest.com,08005348925248457086,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1dz_Nee9N7fefVnJ90l13EG5Wy8D3_CH-,mktg@adyatest.com,06884616684275021194,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1dz_Nee9N7fefVnJ90l13EG5Wy8D3_CH-,sales@adyatest.com,03673162328506403042,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1dz_Nee9N7fefVnJ90l13EG5Wy8D3_CH-,sales_user_2@adyatest.com,00393929978492690049,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1EDWcAAKy3MIdJoO7rPoiS4e8gBtpQb3A,deepak@adyatest.com,08005348925248457086,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1EDWcAAKy3MIdJoO7rPoiS4e8gBtpQb3A,sales@adyatest.com,03673162328506403042,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1EDWcAAKy3MIdJoO7rPoiS4e8gBtpQb3A,sales_user_1@adyatest.com,11667871528211765552,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1EsZ7agTEkTF7a6LM2Wq9KyPK9JJcd1a3,deepak@adyatest.com,08005348925248457086,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1F-0r6ELp-3qXswgXzwRFMpLDF22HIDOD,amit.agarwal@adya.io,15480560845680098755,writer,EXT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1F-0r6ELp-3qXswgXzwRFMpLDF22HIDOD,deepak@adya.io,08821235096454607480,writer,EXT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1F-0r6ELp-3qXswgXzwRFMpLDF22HIDOD,deepak@adyatest.com,08005348925248457086,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1F-0r6ELp-3qXswgXzwRFMpLDF22HIDOD,deepakbalakrishna@gmail.com,14086054958024239642,writer,EXT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1F-0r6ELp-3qXswgXzwRFMpLDF22HIDOD,engg@adyatest.com,05396706730572163622,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1F-0r6ELp-3qXswgXzwRFMpLDF22HIDOD,engg_user_1@adyatest.com,00073409170730105766,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1F-0r6ELp-3qXswgXzwRFMpLDF22HIDOD,mktg@adyatest.com,06884616684275021194,reader,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1F3lhDCqyJnUGEQ0crC65Tiv1wRTlvAOO,deepak@adyatest.com,08005348925248457086,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1F3lhDCqyJnUGEQ0crC65Tiv1wRTlvAOO,engg@adyatest.com,05396706730572163622,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1F3lhDCqyJnUGEQ0crC65Tiv1wRTlvAOO,engg_user_1@adyatest.com,00073409170730105766,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1f4dsiSXY2uP0YWKDiaH9m8l9IXBUA4M0,deepak@adyatest.com,08005348925248457086,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1f4dsiSXY2uP0YWKDiaH9m8l9IXBUA4M0,mktg@adyatest.com,06884616684275021194,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1fwN-AzYKHEPsGyTg5G1oO7rlCcH61J1D,amit.agarwal@adya.io,15480560845680098755,writer,EXT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1fwN-AzYKHEPsGyTg5G1oO7rlCcH61J1D,deepak@adya.io,08821235096454607480,writer,EXT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1fwN-AzYKHEPsGyTg5G1oO7rlCcH61J1D,deepak@adyatest.com,08005348925248457086,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1fwN-AzYKHEPsGyTg5G1oO7rlCcH61J1D,deepakbalakrishna@gmail.com,14086054958024239642,writer,EXT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1fwN-AzYKHEPsGyTg5G1oO7rlCcH61J1D,engg@adyatest.com,05396706730572163622,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1fwN-AzYKHEPsGyTg5G1oO7rlCcH61J1D,engg_user_1@adyatest.com,00073409170730105766,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1fwN-AzYKHEPsGyTg5G1oO7rlCcH61J1D,mktg@adyatest.com,06884616684275021194,reader,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1gcms2Nbl7fEN1Puo3qrPJg_9vjmzc-jF,deepak@adyatest.com,08005348925248457086,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1GfpOJykFAoLyWW_mhO4tJCqqUCMTMown,deepak@adyatest.com,08005348925248457086,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1GfpOJykFAoLyWW_mhO4tJCqqUCMTMown,finance@adyatest.com,08625408871025890536,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1gtUDyntMaTWrkCfAP0BqCW-k0AfxDds2,deepak@adyatest.com,08005348925248457086,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1gtUDyntMaTWrkCfAP0BqCW-k0AfxDds2,mktg@adyatest.com,06884616684275021194,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1gtUDyntMaTWrkCfAP0BqCW-k0AfxDds2,sales@adyatest.com,03673162328506403042,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1gtUDyntMaTWrkCfAP0BqCW-k0AfxDds2,sales_user_2@adyatest.com,00393929978492690049,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1GtyaJbf5YmLr9Jfx7ByEOBjLoxjG6CqH,amit.agarwal@adya.io,15480560845680098755,writer,EXT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1GtyaJbf5YmLr9Jfx7ByEOBjLoxjG6CqH,deepak@adya.io,08821235096454607480,writer,EXT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1GtyaJbf5YmLr9Jfx7ByEOBjLoxjG6CqH,deepak@adyatest.com,08005348925248457086,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1GtyaJbf5YmLr9Jfx7ByEOBjLoxjG6CqH,deepakbalakrishna@gmail.com,14086054958024239642,writer,EXT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1GtyaJbf5YmLr9Jfx7ByEOBjLoxjG6CqH,engg@adyatest.com,05396706730572163622,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1GtyaJbf5YmLr9Jfx7ByEOBjLoxjG6CqH,engg_user_1@adyatest.com,00073409170730105766,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1GtyaJbf5YmLr9Jfx7ByEOBjLoxjG6CqH,engg_user_2@adyatest.com,08464589733960295116,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1GtyaJbf5YmLr9Jfx7ByEOBjLoxjG6CqH,mktg@adyatest.com,06884616684275021194,reader,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1GUF5Y5V1NfHK6tLxSiSh52OJcMFSwP5m,amit.agarwal@adya.io,15480560845680098755,writer,EXT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1GUF5Y5V1NfHK6tLxSiSh52OJcMFSwP5m,deepak@adya.io,08821235096454607480,writer,EXT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1GUF5Y5V1NfHK6tLxSiSh52OJcMFSwP5m,deepak@adyatest.com,08005348925248457086,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1GUF5Y5V1NfHK6tLxSiSh52OJcMFSwP5m,deepakbalakrishna@gmail.com,14086054958024239642,writer,EXT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1GUF5Y5V1NfHK6tLxSiSh52OJcMFSwP5m,engg@adyatest.com,05396706730572163622,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1GUF5Y5V1NfHK6tLxSiSh52OJcMFSwP5m,engg_user_1@adyatest.com,00073409170730105766,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1GUF5Y5V1NfHK6tLxSiSh52OJcMFSwP5m,mktg@adyatest.com,06884616684275021194,reader,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1gviz1rKin3UNl2JzjJ_mFWHtEVRe_guu,deepak@adyatest.com,08005348925248457086,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1gviz1rKin3UNl2JzjJ_mFWHtEVRe_guu,engg@adyatest.com,05396706730572163622,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1gviz1rKin3UNl2JzjJ_mFWHtEVRe_guu,engg_user_1@adyatest.com,00073409170730105766,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1GWMAEYg-3I-qo8Gas0cpUyJSN353U0jm,deepak@adyatest.com,08005348925248457086,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1GWMAEYg-3I-qo8Gas0cpUyJSN353U0jm,sales@adyatest.com,03673162328506403042,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1G_H--BmPOv23SPxjbPoaWtCj9aSa6fSK,deepak@adyatest.com,08005348925248457086,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1G_H--BmPOv23SPxjbPoaWtCj9aSa6fSK,mktg@adyatest.com,06884616684275021194,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1hABNFG3CAVlHbKcDDG1akmP8_BizciY-,deepak@adyatest.com,08005348925248457086,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1hABNFG3CAVlHbKcDDG1akmP8_BizciY-,sales@adyatest.com,03673162328506403042,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1hABNFG3CAVlHbKcDDG1akmP8_BizciY-,sales_user_1@adyatest.com,11667871528211765552,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1hQ381ouuPxfRMD8k9wJXFYrNDoIvewRP,amit.agarwal@adya.io,15480560845680098755,writer,EXT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1hQ381ouuPxfRMD8k9wJXFYrNDoIvewRP,deepak@adya.io,08821235096454607480,writer,EXT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1hQ381ouuPxfRMD8k9wJXFYrNDoIvewRP,deepak@adyatest.com,08005348925248457086,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1hQ381ouuPxfRMD8k9wJXFYrNDoIvewRP,deepakbalakrishna@gmail.com,14086054958024239642,writer,EXT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1hQ381ouuPxfRMD8k9wJXFYrNDoIvewRP,engg@adyatest.com,05396706730572163622,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1hQ381ouuPxfRMD8k9wJXFYrNDoIvewRP,engg_user_1@adyatest.com,00073409170730105766,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1hQ381ouuPxfRMD8k9wJXFYrNDoIvewRP,engg_user_2@adyatest.com,08464589733960295116,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1hQ381ouuPxfRMD8k9wJXFYrNDoIvewRP,mktg@adyatest.com,06884616684275021194,reader,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1iL4XZYK94f0fJiR1eHpdDqdQTSsmzFZ_,deepak@adyatest.com,08005348925248457086,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1iL4XZYK94f0fJiR1eHpdDqdQTSsmzFZ_,mktg@adyatest.com,06884616684275021194,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1iL4XZYK94f0fJiR1eHpdDqdQTSsmzFZ_,mktg_user_1@adyatest.com,15769082913330939955,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1it1wSDZTaBt2VbEK9UR-bPjIiQ2sn5NV,deepak@adyatest.com,08005348925248457086,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1it1wSDZTaBt2VbEK9UR-bPjIiQ2sn5NV,engg@adyatest.com,05396706730572163622,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1it1wSDZTaBt2VbEK9UR-bPjIiQ2sn5NV,engg_user_1@adyatest.com,00073409170730105766,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1iz-dE5KyMP-ZI4tBJ_HBxViv9VQGe8XK,deepak@adyatest.com,08005348925248457086,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1iz-dE5KyMP-ZI4tBJ_HBxViv9VQGe8XK,sales@adyatest.com,03673162328506403042,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1iz-dE5KyMP-ZI4tBJ_HBxViv9VQGe8XK,sales_user_1@adyatest.com,11667871528211765552,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1J0tp9_wxv5qHGBYGb13cIxzyHDkzzZVl,deepak@adyatest.com,08005348925248457086,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1J0tp9_wxv5qHGBYGb13cIxzyHDkzzZVl,sales@adyatest.com,03673162328506403042,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1J1csbJ8mCkltXdb6KlVHyNJ_ns251pTT,deepak@adyatest.com,08005348925248457086,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1jB4v809jI6GEz9BOH1DW21daQE9aDRtv,deepak@adyatest.com,08005348925248457086,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1jB4v809jI6GEz9BOH1DW21daQE9aDRtv,mktg@adyatest.com,06884616684275021194,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1jB4v809jI6GEz9BOH1DW21daQE9aDRtv,PUBLIC,anyoneWithLink,reader,PUBLIC,,0
0f3838b0-be97-46be-b3b5-82266578582e,1Jjqiv_ia_3xxzld7lpmbH--DnT2CGHkc,deepak@adyatest.com,08005348925248457086,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1Jjqiv_ia_3xxzld7lpmbH--DnT2CGHkc,mktg@adyatest.com,06884616684275021194,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1Jjqiv_ia_3xxzld7lpmbH--DnT2CGHkc,mktg_user_2@adyatest.com,13701269247808531792,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1Jjqiv_ia_3xxzld7lpmbH--DnT2CGHkc,sales@adyatest.com,03673162328506403042,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1jNV-Ym_v1hQ5LCqaNiczUXyQLZYjLyfz,deepak@adyatest.com,08005348925248457086,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1Jr7p_rWd1wfUub-x42BXRO5NbZAAn1hr,deepak@adyatest.com,08005348925248457086,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1Jr7p_rWd1wfUub-x42BXRO5NbZAAn1hr,sales@adyatest.com,03673162328506403042,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1Jr7p_rWd1wfUub-x42BXRO5NbZAAn1hr,sales_user_2@adyatest.com,00393929978492690049,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1Jr7p_rWd1wfUub-x42BXRO5NbZAAn1hr,__ANYONE__@adyatest.com,09522562856373921280k,reader,DOMAIN,,0
0f3838b0-be97-46be-b3b5-82266578582e,1JTerpTBd9371PXDlUCy4ZPc6M6ylIhP1vF44_mkCeCo,deepak@adyatest.com,08005348925248457086,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1JuDizBhFYvAhLd0D6Zn3MU_GIwLXh2Gi,abhra.dey@adya.io,12774840485596109925,writer,EXT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1JuDizBhFYvAhLd0D6Zn3MU_GIwLXh2Gi,amit.agarwal@adya.io,15480560845680098755,writer,EXT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1JuDizBhFYvAhLd0D6Zn3MU_GIwLXh2Gi,deepak@adya.io,08821235096454607480,writer,EXT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1JuDizBhFYvAhLd0D6Zn3MU_GIwLXh2Gi,deepak@adyatest.com,08005348925248457086,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1JuDizBhFYvAhLd0D6Zn3MU_GIwLXh2Gi,mktg@adyatest.com,06884616684275021194,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1JuDizBhFYvAhLd0D6Zn3MU_GIwLXh2Gi,rashmi.singh@adya.io,00352593918397697441,writer,EXT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1jxUs4sWFEOwrXtqsa9ZlVDSe6zZTaWQx,deepak@adyatest.com,08005348925248457086,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1jxUs4sWFEOwrXtqsa9ZlVDSe6zZTaWQx,mktg@adyatest.com,06884616684275021194,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1jxUs4sWFEOwrXtqsa9ZlVDSe6zZTaWQx,mktg_user_1@adyatest.com,15769082913330939955,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1k5bxnZ5kYwSHaj6nqbKaEysQcCCRavqH,deepak@adyatest.com,08005348925248457086,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1k5bxnZ5kYwSHaj6nqbKaEysQcCCRavqH,sales@adyatest.com,03673162328506403042,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1k8r4lExvbBJLaZwrNjO07ansQwc9C3AY,deepak@adyatest.com,08005348925248457086,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1k8r4lExvbBJLaZwrNjO07ansQwc9C3AY,engg@adyatest.com,05396706730572163622,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1k8r4lExvbBJLaZwrNjO07ansQwc9C3AY,engg_user_1@adyatest.com,00073409170730105766,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1KtMzOnA8iAzsc3Uc5TOVmyo6jdU3cEad,deepak@adyatest.com,08005348925248457086,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1KtMzOnA8iAzsc3Uc5TOVmyo6jdU3cEad,sales@adyatest.com,03673162328506403042,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1KtMzOnA8iAzsc3Uc5TOVmyo6jdU3cEad,sales_user_2@adyatest.com,00393929978492690049,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1KtMzOnA8iAzsc3Uc5TOVmyo6jdU3cEad,__ANYONE__@adyatest.com,09522562856373921280k,reader,DOMAIN,,0
0f3838b0-be97-46be-b3b5-82266578582e,1KwnSlNM3iKKnq270ch7b8gjc1EOf7MG0,deepak@adyatest.com,08005348925248457086,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1KwnSlNM3iKKnq270ch7b8gjc1EOf7MG0,finance@adyatest.com,08625408871025890536,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1l7KpUYgtTrOFpt7H1P_tcRm3mgt5Az5F,deepak@adyatest.com,08005348925248457086,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1l7KpUYgtTrOFpt7H1P_tcRm3mgt5Az5F,finance@adyatest.com,08625408871025890536,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1liUdn6Fs1bRt92gzklcXn3ZznnX42Ie_,deepak@adyatest.com,08005348925248457086,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1liUdn6Fs1bRt92gzklcXn3ZznnX42Ie_,mktg@adyatest.com,06884616684275021194,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1liUdn6Fs1bRt92gzklcXn3ZznnX42Ie_,PUBLIC,anyone,reader,PUBLIC,,0
0f3838b0-be97-46be-b3b5-82266578582e,1LOwXOwLUERmpmLEZMsqvpSElZ2j2WLCL,deepak@adyatest.com,08005348925248457086,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1LOwXOwLUERmpmLEZMsqvpSElZ2j2WLCL,mktg@adyatest.com,06884616684275021194,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1LOwXOwLUERmpmLEZMsqvpSElZ2j2WLCL,mktg_user_1@adyatest.com,15769082913330939955,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1lS7lkI-z_8mp2YK_nj9BtIfEVN7KB7qW,deepak@adyatest.com,08005348925248457086,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1lS7lkI-z_8mp2YK_nj9BtIfEVN7KB7qW,mktg@adyatest.com,06884616684275021194,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1mb6_OTwHyB6s2R9s6Zzi2YUgyV0sT3lB,deepak@adyatest.com,08005348925248457086,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1mb6_OTwHyB6s2R9s6Zzi2YUgyV0sT3lB,mktg@adyatest.com,06884616684275021194,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1mb6_OTwHyB6s2R9s6Zzi2YUgyV0sT3lB,PUBLIC,anyoneWithLink,reader,PUBLIC,,0
0f3838b0-be97-46be-b3b5-82266578582e,1MD2zv78MAyUcs_Jsl5ObsvYJpd1mSgh1,deepak@adyatest.com,08005348925248457086,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1MD2zv78MAyUcs_Jsl5ObsvYJpd1mSgh1,engg@adyatest.com,05396706730572163622,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1MD2zv78MAyUcs_Jsl5ObsvYJpd1mSgh1,engg_user_1@adyatest.com,00073409170730105766,writer,INT,,0
